 152 
1, 421772.356486865, 1165467.99014204, 0
2, 421809.400405192, 1165578.85525916, 0
3, 421542.299215926, 1165665.64169644, -118
4, 422493.419137043, 1165356.60410058, -118
5, 421570.110745419, 1165751.2367829, -118
6, 422521.230666537, 1165442.19918705, -118
7, 421597.922274913, 1165836.83186937, -118
8, 422549.04219603, 1165527.79427352, -118
9, 421489.613047316, 1165639.08553514, -118
10, 422440.732968433, 1165330.04793929, -118
11, 421517.42457681, 1165724.6806216, -118
12, 422468.544497927, 1165415.64302575, -118
13, 421545.236106303, 1165810.27570807, -118
14, 422496.356027421, 1165501.23811222, -118
15, 421573.047635797, 1165895.87079454, -118
16, 422524.167556915, 1165586.83319869, -118
17, 422322.391818961, 1165675.4447707, -125
18, 422262.861894653, 1165707.96070003, -125
19, 421851.369793493, 1165462.69399122, -165
20, 421802.885503796, 1165478.88890857, -165
21, 421754.512688076, 1165495.04659093, -165
22, 421708.281663983, 1165568.48961988, -165
23, 421777.951646009, 1165776.71278469, -165
24, 421781.259734128, 1165786.60015811, -165
25, 421777.946475088, 1165776.68093448, -192
26, 421777.946474663, 1165776.68093186, 3.5
27, 422076.39932871, 1165559.11267901, -108.3
28, 422076.399328467, 1165559.11267751, 3.5
29, 422267.533535529, 1165510.83925901, -152
30, 422267.533535194, 1165510.83925695, 2
31, 422322.391818961, 1165675.4447707, -132
32, 422262.861894653, 1165707.96070003, -132
33, 422321.130562988, 1165671.66060662, -132
34, 421708.281663983, 1165568.48961988, -172
35, 421851.369793493, 1165462.69399122, -172
36, 421802.885503796, 1165478.88890857, -172
37, 421754.512688076, 1165495.04659093, -172
38, 421852.644937724, 1165466.51683374, -172
39, 421755.782680154, 1165498.84867485, -172
40, 421804.155477814, 1165482.69093842, -172
41, 421724.151349847, 1165615.91813755, -172
42, 421777.950305945, 1165776.70453059, -172
43, 421781.259734128, 1165786.60015811, -172
44, 421787.781320497, 1165594.64574156, -172
45, 421844.808633084, 1165765.37329942, -172
46, 421836.154118157, 1165578.48800513, -172
47, 421893.181448803, 1165749.21561705, -172
48, 421884.603399467, 1165562.32730239, -172
49, 421941.553966611, 1165733.0580342, -172
50, 422267.533535281, 1165510.83925749, -132
51, 422264.314304655, 1165500.83057063, -132
52, 422257.792737183, 1165692.81553236, -132
53, 422200.542755633, 1165522.13179979, -132
54, 421756.006920465, 1165605.25919387, -172
55, 422289.458360643, 1165682.21690215, -132
56, 422286.60902675, 1165673.68657581, -132
57, 421888.246148985, 1165653.89489401, -165
58, 421839.85261612, 1165670.0482741, -165
59, 421752.079560014, 1165699.38504551, -165
60, 422293.30825875, 1165588.18495487, -125
61, 421815.66621729, 1165678.12714232, -165
62, 421844.808633084, 1165765.37329942, -165
63, 421864.039014991, 1165661.96940588, -165
64, 421893.181448803, 1165749.21561705, -165
65, 421912.453283019, 1165645.82038214, -165
66, 421941.553966611, 1165733.0580342, -165
67, 422267.533535194, 1165510.83925695, -125
68, 422264.314304655, 1165500.83057063, -125
69, 422229.864848158, 1165609.37512547, -125
70, 422200.542755633, 1165522.13179979, -125
71, 421758.900154306, 1165613.92094772, -172
72, 422261.568597607, 1165598.76373431, -125
73, 422264.423705031, 1165607.26823339, -125
74, 421783.891723973, 1165688.74062579, -165
75, 421781.041576066, 1165680.20786243, -165
76, 422258.723409165, 1165590.20270658, -125
77, 422236.546867973, 1165523.81065127, -118
78, 421786.741871915, 1165697.27338924, -165
79, 421808.918413059, 1165763.66544426, -158
80, 422262.861894653, 1165707.96070003, -118
81, 422267.533535449, 1165510.83925852, -118
82, 422322.391818961, 1165675.4447707, -118
83, 422200.542755633, 1165522.13179979, -118
84, 422264.314304655, 1165500.83057063, -118
85, 422201.924215074, 1165525.89664299, -118
86, 422265.472816135, 1165504.66988391, -118
87, 421851.369793493, 1165462.69399122, -158
88, 421802.885503796, 1165478.88890857, -158
89, 421754.512688076, 1165495.04659093, -158
90, 421941.553966611, 1165733.0580342, -158
91, 421893.181448803, 1165749.21561705, -158
92, 421844.808633084, 1165765.37329942, -158
93, 421781.259734128, 1165786.60015811, -158
94, 421777.946475008, 1165776.68093399, -158
95, 421708.281663983, 1165568.48961988, -158
96, 421940.286697398, 1165729.26408782, -158
97, 421891.914179607, 1165745.42167078, -158
98, 421843.54136387, 1165761.57935303, -158
99, 421779.992464915, 1165782.80621173, -158
100, 421960.372075626, 1165798.08639661, -126.5
101, 422045.788170506, 1165769.55531638, -119
102, 422045.900886666, 1165779.54138446, -119
103, 422233.698515614, 1165515.2832635, -118
104, 422097.010068339, 1165538.28425721, -98
105, 421811.766765454, 1165772.19283224, -158
106, 422155.360236847, 1165508.26026214, -91
107, 422134.150167707, 1165515.37708795, -93.75
108, 422106.744509957, 1165535.05060365, -98
109, 422118.342228833, 1165531.19799387, -96.5
110, 421971.695371237, 1165794.30414389, -126.5
111, 422035.303114626, 1165773.0575769, -119
112, 422226.137771532, 1165492.64793296, -118
113, 422205.885657019, 1165432.48060554, -112.78
114, 422097.461325786, 1165528.77476021, -98
115, 422100.036311081, 1165467.65713689, -103.6
116, 421819.381667573, 1165794.99030083, -158
117, 421859.251870497, 1165913.38421597, -145.65
118, 421859.251870497, 1165913.38421597, -145.62
119, 422046.5707667, 1165852.09586567, -126.17
120, 422095.775530996, 1165593.8569911, -98
121, 422095.430793828, 1165615.47930945, -100.41
122, 422045.828203292, 1165759.55954179, -119
123, 422046.5707667, 1165657.63671636, -107.61
124, 422115.476968302, 1165560.12958276, -98
125, 422096.466198813, 1165559.63487203, -98
